ano;titulo;suporte;tecnica;dimensoes;resolucao;nome_arquivo;pasta_origem;tem_ficha;link_imagem;observacoes
2016;construção_2016_-_pastel_e_grafite_s_papel_18x13cm;Papel;grafite, pastel;18x13cm;verificar;construção_2016_-_pastel_e_grafite_s_papel_18x13cm.jpg;Papéis/2016;buscar;https://drive.google.com/file/d/1wDh-PB-C2hb7P5nTiAlfHsF6u1opt4HY;Obra catalogada automaticamente
2016;sem_titulo_2016_-_aquarela_spapel_18x24cm;Papel;aquarela;18x24cm;verificar;sem_titulo_2016_-_aquarela_spapel_18x24cm.jpg;Papéis/2016;buscar;https://drive.google.com/file/d/1M6RvGpSheRgEmCYjP2joxtJHwZdki0sH;Obra catalogada automaticamente
2016;rasgado_2016_- _acrílica_e_grafite_spapel_100x76cm;Papel;grafite, acrílica;100x76cm;verificar;rasgado_2016_- _acrílica_e_grafite_spapel_100x76cm.jpg;Papéis/2016;buscar;https://drive.google.com/file/d/1gN2W_NqIhaWUS0YIEPBlOJPPb_bI8C_A;Obra catalogada automaticamente
2016;sem_titulo_2016_- _acrílica_e_bastão_a_óleo_spapel_65x48cm;Papel;óleo, acrílica;65x48cm;verificar;sem_titulo_2016_- _acrílica_e_bastão_a_óleo_spapel_65x48cm.jpg;Papéis/2016;buscar;https://drive.google.com/file/d/1AjBURM51cpmV6dMdLojyUy_s3TFVJdpG;Obra catalogada automaticamente
2016;sem_titulo_2016_-_hidrocor_s_papel_18x13cm;Papel;identificar;18x13cm;verificar;sem_titulo_2016_-_hidrocor_s_papel_18x13cm.jpg;Papéis/2016;buscar;https://drive.google.com/file/d/1F0P2sO2n0RyOjmAOWIuiyvLqr-isJlrT;Obra catalogada automaticamente
2016;sem_titulo_2016 _-_acrílica_bastão_a_óleo_e_spray_s_papel_40x60cm;Papel;óleo, acrílica;40x60cm;verificar;sem_titulo_2016 _-_acrílica_bastão_a_óleo_e_spray_s_papel_40x60cm.jpg;Papéis/2016;buscar;https://drive.google.com/file/d/1Z1qB7zot-AAZDuZxSnkNfYto2m8QIfM_;Obra catalogada automaticamente
2016;sem_título_2016_-_acrílica_e_pastel_slona_40x50cm;Tela/Lona;pastel, acrílica;40x50cm;verificar;sem_título_2016_-_acrílica_e_pastel_slona_40x50cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/13KV-pDyTN5gzVFjnLMa93zg5_W7x_PDx;Obra catalogada automaticamente
2016;sem_titulo_2016 _-_pastel_e_grafite_slona_30x20cm;Tela/Lona;grafite, pastel;30x20cm;verificar;sem_titulo_2016 _-_pastel_e_grafite_slona_30x20cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/1IaXIjcw9ofJ6feT89Qwt-BodT02U451m;Obra catalogada automaticamente
2016;Trilogia_do_amanhã_2016_acrílica_e_bastão_a_óleo_slona_190x150cm;Tela/Lona;óleo, acrílica;190x150cm;verificar;Trilogia_do_amanhã_2016_acrílica_e_bastão_a_óleo_slona_190x150cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/1TczoN58tfJ41V-W1qAUOcWNW-nidLSS-;Obra catalogada automaticamente
2016;sem_titulo_2016_-_óleo_acrílica_bastão_à_óleo_e_pastel_slona_210x95cm;Tela/Lona;óleo, pastel, acrílica;210x95cm;verificar;sem_titulo_2016_-_óleo_acrílica_bastão_à_óleo_e_pastel_slona_210x95cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/1XIqvaD_n1_LTebfXRuVQVRQvrEV5Xloc;Obra catalogada automaticamente
2016;margaridas_2016_-_acrílica_s_lona_190x150cm;Tela/Lona;acrílica;190x150cm;verificar;margaridas_2016_-_acrílica_s_lona_190x150cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/1amd4gox03-PMw4FxG8UnA-MPpCi3qX0l;Obra catalogada automaticamente
2016;série_verde_2016 _-_acrílica_slona_30x20cm;Tela/Lona;acrílica;30x20cm;verificar;série_verde_2016 _-_acrílica_slona_30x20cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/143MsBzj_rjn3WViy2xzdxKe14nqe3Uqe;Obra catalogada automaticamente
2016;2caras_2016_-_óleo_e_acrílica_slona_160x115cm;Tela/Lona;óleo, acrílica;160x115cm;verificar;2caras_2016_-_óleo_e_acrílica_slona_160x115cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/13Avhy-9clyGc-L_bkleX_XIC8PiOlBoY;Obra catalogada automaticamente
2016;sem_título _2016_-_acrílica_óleo_e_pastel_slona_ _40x50cm;Tela/Lona;óleo, pastel, acrílica;40x50cm;verificar;sem_título _2016_-_acrílica_óleo_e_pastel_slona_ _40x50cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/1Cs6neBBrMqsY36C7bgaCsvD8V3m7QZHW;Obra catalogada automaticamente
2016;série_verde_2016 _-_acrílica_slona_30x40cm;Tela/Lona;acrílica;30x40cm;verificar;série_verde_2016 _-_acrílica_slona_30x40cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/1mKv6jkgX_-zp5S8TV63CvL46B58tOMVR;Obra catalogada automaticamente
2016;Carmem_2016_-_óleo_e_acrílica_slona_200x160cm;Tela/Lona;óleo, acrílica;200x160cm;verificar;Carmem_2016_-_óleo_e_acrílica_slona_200x160cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/1D43PA5j6ygmBDxnVmiu0SNRNqpgp98Qf;Obra catalogada automaticamente
2016;sem_titulo_2016_ -_ pastel_slona_30x20cm;Tela/Lona;pastel;30x20cm;verificar;sem_titulo_2016_ -_ pastel_slona_30x20cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/1K7vhxh7VhcJH-z85lqz_d4KaWcSJs2iu;Obra catalogada automaticamente
2016;Trilogia_do_amanhã_2016_acrílica_e_bastão_a_óleo_e_pastel_s_lona_190x150cm;Tela/Lona;óleo, pastel, acrílica;190x150cm;verificar;Trilogia_do_amanhã_2016_acrílica_e_bastão_a_óleo_e_pastel_s_lona_190x150cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/1Aht-KpLNHrICIBQPp_hlGwIS1N3z_32y;Obra catalogada automaticamente
2016;sem_título_2016_-_acrílica_e_pastel_slona _40x50cm;Tela/Lona;pastel, acrílica;40x50cm;verificar;sem_título_2016_-_acrílica_e_pastel_slona _40x50cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/1FtYce5FjgM6In-0JVb-avNJteuUB5b-p;Obra catalogada automaticamente
2016;sem_titulo_2016_- _acrílica_bastão_a_óleo_e_spray_slona_100x160;Tela/Lona;óleo, acrílica;extrair;verificar;sem_titulo_2016_- _acrílica_bastão_a_óleo_e_spray_slona_100x160.jpg;Telas/2016;buscar;https://drive.google.com/file/d/1YO3ktWoMRB29KqkxdbekG1nIU8BrbPyO;Obra catalogada automaticamente
2016;sem_titulo_2016 _-_acrilica_e_pastel_slona_30x20cm;Tela/Lona;pastel, acrílica;30x20cm;verificar;sem_titulo_2016 _-_acrilica_e_pastel_slona_30x20cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/1sXUNlUe72FMqEayV7VDvrCvQigCEvffI;Obra catalogada automaticamente
2016;sem_título_2016_acrílica_e_spray_s_lona_180x150cm;Tela/Lona;acrílica;180x150cm;verificar;sem_título_2016_acrílica_e_spray_s_lona_180x150cm.jpg;Telas/2016;buscar;https://drive.google.com/file/d/1eVsv8CE99XXeXYqKRqNjvchqVOi1NhBQ;Obra catalogada automaticamente
2015;sem_título_2015_acrílica_aquarela_e_pastel_s_papel_30x20cm;Papel;pastel, aquarela, acrílica;30x20cm;verificar;sem_título_2015_acrílica_aquarela_e_pastel_s_papel_30x20cm.jpg;Papéis/2015;buscar;https://drive.google.com/file/d/1qfOPUI90xw6nHkPUPqEa1c5b9Db72vPQ;Obra catalogada automaticamente
2015;sem_título_2015_acrílica_spapel_42x30cm;Papel;acrílica;42x30cm;verificar;sem_título_2015_acrílica_spapel_42x30cm.jpg;Papéis/2015;buscar;https://drive.google.com/file/d/1GimHLVQhPxeAEFLr9AYZ5MB1hXRhiRe-;Obra catalogada automaticamente
2015;sem_título_2015_óleo_e_acrílica_spapel_20x30cm;Papel;óleo, acrílica;20x30cm;verificar;sem_título_2015_óleo_e_acrílica_spapel_20x30cm.jpg;Papéis/2015;buscar;https://drive.google.com/file/d/1854razyEw6-wToO_ehyTSFckbXsflnNl;Obra catalogada automaticamente
2015;sem_título_2015_guache_e_aquarela_spapel_30x42cm;Papel;aquarela;30x42cm;verificar;sem_título_2015_guache_e_aquarela_spapel_30x42cm.jpg;Papéis/2015;buscar;https://drive.google.com/file/d/1dTrusMkBxrwEkdn90qU33rkMW6FCxwfE;Obra catalogada automaticamente
2015;sem_título_2015_hidrocor_e_aquarela _spapel_24x18cm;Papel;aquarela;24x18cm;verificar;sem_título_2015_hidrocor_e_aquarela _spapel_24x18cm.jpg;Papéis/2015;buscar;https://drive.google.com/file/d/1I0Yfwsz6tdEjdwlpUp6VDBXUr11Y5dHQ;Obra catalogada automaticamente
2015;sem_título_2015_guache_e_aquarela _spapel_24x18cm;Papel;aquarela;24x18cm;verificar;sem_título_2015_guache_e_aquarela _spapel_24x18cm.jpg;Papéis/2015;buscar;https://drive.google.com/file/d/1UNryDWQdw8OkaEpG5u3OhvIoqFLMoKpc;Obra catalogada automaticamente
2015;sem_título_2015_acrílica_aquarela_e_pastel_s_papel_25x29cm;Papel;pastel, aquarela, acrílica;25x29cm;verificar;sem_título_2015_acrílica_aquarela_e_pastel_s_papel_25x29cm.jpg;Papéis/2015;buscar;https://drive.google.com/file/d/1b9Q5aghugwhBr3_vaPkR9rt8uR6lzBlH;Obra catalogada automaticamente
2015;sem_título_2015_acrílica_aquarela_e_pastel_s_papel_20x30cm;Papel;pastel, aquarela, acrílica;20x30cm;verificar;sem_título_2015_acrílica_aquarela_e_pastel_s_papel_20x30cm.jpg;Papéis/2015;buscar;https://drive.google.com/file/d/1hx96CV-Z6qdgOcE4rLIb1qMNLsLh7bR7;Obra catalogada automaticamente
2015;sem_título_2015_acrílica_aquarela_e_pastel_s_papel_35x29cm;Papel;pastel, aquarela, acrílica;35x29cm;verificar;sem_título_2015_acrílica_aquarela_e_pastel_s_papel_35x29cm.jpg;Papéis/2015;buscar;https://drive.google.com/file/d/1gDcrAPtjBCwq_75bgdX3MK45Sf-AyvEm;Obra catalogada automaticamente
2015;sem_título_2015_acrílica_slona_11x8cm;Tela/Lona;acrílica;11x8cm;verificar;sem_título_2015_acrílica_slona_11x8cm.jpg;Telas/2015;buscar;https://drive.google.com/file/d/1jZtNrhp7Jm13o0y4SMSk1DLCnzQSNUT8;Obra catalogada automaticamente
2015;sem_título_2015_acrílica_slona_26x26cm;Tela/Lona;acrílica;26x26cm;verificar;sem_título_2015_acrílica_slona_26x26cm.jpg;Telas/2015;buscar;https://drive.google.com/file/d/1p1HBX4hfxBLC29tmj2UoFB989Zt9W-GD;Obra catalogada automaticamente
2015;RJ_2015_óleo_acrílica_grafite_e_bastão_a_óleo_s_lona_300x160cm;Tela/Lona;óleo, grafite, acrílica;300x160cm;verificar;RJ_2015_óleo_acrílica_grafite_e_bastão_a_óleo_s_lona_300x160cm.jpg;Telas/2015;buscar;https://drive.google.com/file/d/1uT3qqFapb6e7VIKHHPzbfdDc1-g07rIE;Obra catalogada automaticamente
2015;sem_título_2015_acrílica_slona_11x11cm;Tela/Lona;acrílica;11x11cm;verificar;sem_título_2015_acrílica_slona_11x11cm.jpg;Telas/2015;buscar;https://drive.google.com/file/d/1xQIoqPNKIuCFMoF-uFRLiOHWCi_IfD-y;Obra catalogada automaticamente
2015;Celacanto_2015_pastel_slona_50x160cm;Tela/Lona;pastel;50x160cm;verificar;Celacanto_2015_pastel_slona_50x160cm.jpg;Telas/2015;buscar;https://drive.google.com/file/d/1b4WbirDlRcT61TLtHShvVbLTxUo_TCR9;Obra catalogada automaticamente
2015;sem_título_2015_acrílica_s_lona_160x100cm;Tela/Lona;acrílica;160x100cm;verificar;sem_título_2015_acrílica_s_lona_160x100cm.jpg;Telas/2015;buscar;https://drive.google.com/file/d/1GSoHqGKGh8S16tuTRBxDxf-D7QEyZ-g0;Obra catalogada automaticamente
2015;sem_título_2015_acrílica_slona_8x8cm;Tela/Lona;acrílica;8x8cm;verificar;sem_título_2015_acrílica_slona_8x8cm.jpg;Telas/2015;buscar;https://drive.google.com/file/d/1CcmloRNJc5BdrPbY4ObqSb5W9Y6o3sMu;Obra catalogada automaticamente
2014;série_verde_IV_2014_acrílica_s_papel_21x295cm;Papel;acrílica;21x295cm;verificar;série_verde_IV_2014_acrílica_s_papel_21x295cm.jpg;Papéis/2014;buscar;https://drive.google.com/file/d/1F3cgOsuGw1hzEBk5HLIGt2mEhkV6aCXA;Obra catalogada automaticamente
2014;série_verde_I_2014_acrílica_s_papel_21x295cm;Papel;acrílica;21x295cm;verificar;série_verde_I_2014_acrílica_s_papel_21x295cm.jpg;Papéis/2014;buscar;https://drive.google.com/file/d/1diGxZqvrSKHu4pw63CeLXnHAhuL_K93T;Obra catalogada automaticamente
2014;sem_título_2014_acrílica_e_bastão_de_óleo_s_papel_24x33cm;Papel;óleo, acrílica;24x33cm;verificar;sem_título_2014_acrílica_e_bastão_de_óleo_s_papel_24x33cm.jpg;Papéis/2014;buscar;https://drive.google.com/file/d/1c3Yy5MccrvwzJ0Voy2hrgA2nw3lzUzfZ;Obra catalogada automaticamente
2014;mulher_2014_acrílica_e_grafite_s_papel_24x33cm;Papel;grafite, acrílica;24x33cm;verificar;mulher_2014_acrílica_e_grafite_s_papel_24x33cm.jpg;Papéis/2014;buscar;https://drive.google.com/file/d/1B0lYMdbK1hemnIxPEaj7hkgyt3EbVBHu;Obra catalogada automaticamente
2014;sem_título_2014_acrílica_s_papel_21x295cm;Papel;acrílica;21x295cm;verificar;sem_título_2014_acrílica_s_papel_21x295cm.jpg;Papéis/2014;buscar;https://drive.google.com/file/d/1L0Ss5O5pHxq_O2GQG5MAyyuxupqkaM2u;Obra catalogada automaticamente
2014;série_verde_III_2014_acrílica_s_papel_21x295cm;Papel;acrílica;21x295cm;verificar;série_verde_III_2014_acrílica_s_papel_21x295cm.jpg;Papéis/2014;buscar;https://drive.google.com/file/d/1RgHlkuZZKzDa372NiiQSACQMHI_acaVa;Obra catalogada automaticamente
2014;sem_título_2014_acrílica_s_papel_24x33cm;Papel;acrílica;24x33cm;verificar;sem_título_2014_acrílica_s_papel_24x33cm.jpg;Papéis/2014;buscar;https://drive.google.com/file/d/1kHsYUf32asUnINS2RLDT2rmwYIZ46l0t;Obra catalogada automaticamente
2014;sem_título_2014_acrílica_spapel_24x33cm;Papel;acrílica;24x33cm;verificar;sem_título_2014_acrílica_spapel_24x33cm.jpg;Papéis/2014;buscar;https://drive.google.com/file/d/1BIMLnOGVJUkF2bFPqgFfOUb3-ORTQnqG;Obra catalogada automaticamente
2014;série_verde_II_2014_acrílica_s_papel_21x295cm;Papel;acrílica;21x295cm;verificar;série_verde_II_2014_acrílica_s_papel_21x295cm.jpg;Papéis/2014;buscar;https://drive.google.com/file/d/10eqa8TB6Z9N7FxncjIqFgoe1Dj-mI41d;Obra catalogada automaticamente
2014;sem_título_2014_acrílica_s_papel_24x21cm;Papel;acrílica;24x21cm;verificar;sem_título_2014_acrílica_s_papel_24x21cm.jpg;Papéis/2014;buscar;https://drive.google.com/file/d/1IMdycTDPr3nl_GTcOBOg2hLNzexia6js;Obra catalogada automaticamente
2014;sem_título_2014 acrílica_s_papel_24x33cm;Papel;acrílica;24x33cm;verificar;sem_título_2014 acrílica_s_papel_24x33cm.jpg;Papéis/2014;buscar;https://drive.google.com/file/d/1I-MbU89BgS--q3wCpZ-JhH2eD6Viauxo;Obra catalogada automaticamente
2014;Mosquito_2014_óleo_acrílica_e_bastão_a_óleo_s_lona_150x85cm;Tela/Lona;óleo, acrílica;150x85cm;verificar;Mosquito_2014_óleo_acrílica_e_bastão_a_óleo_s_lona_150x85cm.jpg;Telas/2014;buscar;https://drive.google.com/file/d/1ci9yY-8KEnWSENouiwP2PMp1n_M9d5AC;Obra catalogada automaticamente
2014;jardim_2014_óleo_acrílica_pastel_e_bastão_de_óleo_s_lona_144x200cm;Tela/Lona;óleo, pastel, acrílica;144x200cm;verificar;jardim_2014_óleo_acrílica_pastel_e_bastão_de_óleo_s_lona_144x200cm.jpg;Telas/2014;buscar;https://drive.google.com/file/d/1R8zhTvQIsyxWC-GGk3Ep_atfYkNF5glY;Obra catalogada automaticamente
2014;sem_título_2014_óleo_e_acrílica_s_lona_151x55cm;Tela/Lona;óleo, acrílica;151x55cm;verificar;sem_título_2014_óleo_e_acrílica_s_lona_151x55cm.jpg;Telas/2014;buscar;https://drive.google.com/file/d/14Qfr-JtV5yZcZqXGuogpaXT0OzUuRgCI;Obra catalogada automaticamente
2014;sem_título_2014_óleo_e_acrílica_s_lona_ 200x126cm;Tela/Lona;óleo, acrílica;200x126cm;verificar;sem_título_2014_óleo_e_acrílica_s_lona_ 200x126cm.jpg;Telas/2014;buscar;https://drive.google.com/file/d/1ntFBz2rN_Z4UUj-OJhNkt0eT9_AZlcXP;Obra catalogada automaticamente
2013;sem_titulo_2013_acrílica_e_pastel_s_papel_24x33cm;Papel;pastel, acrílica;24x33cm;verificar;sem_titulo_2013_acrílica_e_pastel_s_papel_24x33cm.jpg;Papéis/2013;buscar;https://drive.google.com/file/d/10irJi8y_nM20mVGrVHmBvejQJOtv7Lkt;Obra catalogada automaticamente
2013;os_muros_que_vi_de_Cascais_2013_acrílica_pastel_e_bastão_de_óleo_s_papel_fotográfico_130x95cm;Papel;óleo, pastel, acrílica;130x95cm;verificar;os_muros_que_vi_de_Cascais_2013_acrílica_pastel_e_bastão_de_óleo_s_papel_fotográfico_130x95cm.jpg;Papéis/2013;buscar;https://drive.google.com/file/d/1Mbp4tBT2wnmEHBmGuFG_O_6a9e_phoij;Obra catalogada automaticamente
2013;sem_título_2013_acrílica_s_papel_24x33cm;Papel;acrílica;24x33cm;verificar;sem_título_2013_acrílica_s_papel_24x33cm.jpg;Papéis/2013;buscar;https://drive.google.com/file/d/1in-xx8etliEIhNloB6Xqh_Du-xPtcnh7;Obra catalogada automaticamente
2013;série_cascais_2013 acrílica_e_pastel_s_papel_fotográfico_11x14cm;Papel;pastel, acrílica;11x14cm;verificar;série_cascais_2013 acrílica_e_pastel_s_papel_fotográfico_11x14cm.jpg;Papéis/2013;buscar;https://drive.google.com/file/d/1LviXoQclBUFDrrCDftPd7wdoCE64eY72;Obra catalogada automaticamente
2013;sem_título_2013_acrílica_e_bastão_de_óleo_s_papel_24x33cm;Papel;óleo, acrílica;24x33cm;verificar;sem_título_2013_acrílica_e_bastão_de_óleo_s_papel_24x33cm.jpg;Papéis/2013;buscar;https://drive.google.com/file/d/1K_SaewD6O27DCDJ3H5nLMjQKBJzwe2bm;Obra catalogada automaticamente
2013;sem_título_2013_acrílica_e_pastel_s_papel_24x33cm;Papel;pastel, acrílica;24x33cm;verificar;sem_título_2013_acrílica_e_pastel_s_papel_24x33cm.jpg;Papéis/2013;buscar;https://drive.google.com/file/d/1FfPf0Cgrxa1xrjwgj40KEC70va9zh3-L;Obra catalogada automaticamente
2013;sem_título_2013_óleo_acrílica_e_pastel_s_lona_ 158x65cm;Tela/Lona;óleo, pastel, acrílica;158x65cm;verificar;sem_título_2013_óleo_acrílica_e_pastel_s_lona_ 158x65cm.jpg;Telas/2013;buscar;https://drive.google.com/file/d/1ym6hVKX4uJemsbLKKm6yIMEFLVbsLYIj;Obra catalogada automaticamente
2013;sem_título_2013_óleo_acrilica_e_pastel_s_lona_ 20x30cm;Tela/Lona;óleo, pastel, acrílica;20x30cm;verificar;sem_título_2013_óleo_acrilica_e_pastel_s_lona_ 20x30cm.jpg;Telas/2013;buscar;https://drive.google.com/file/d/1XTKr02v1sLNy5bm8F1omxibO83dtRkBd;Obra catalogada automaticamente
2013;sem_título_2013_acrílica_e_pastel_s_lona_30x40cm;Tela/Lona;pastel, acrílica;30x40cm;verificar;sem_título_2013_acrílica_e_pastel_s_lona_30x40cm.jpg;Telas/2013;buscar;https://drive.google.com/file/d/1BEI2zFH7or4ZagnSIen2OEWXSHTCxYeF;Obra catalogada automaticamente
2013;sem_título_2013_acrílica_pastel_e_bastão_de_óleo_s_lona_30x40cm;Tela/Lona;óleo, pastel, acrílica;30x40cm;verificar;sem_título_2013_acrílica_pastel_e_bastão_de_óleo_s_lona_30x40cm.jpg;Telas/2013;buscar;https://drive.google.com/file/d/1Q6CXcHkbGzjxJkEJtyhYlkZEDrFGvcmi;Obra catalogada automaticamente
